guess,mean q(g),var q(g)
flunk,144.625,60923.316666666666
flush,136.11764705882354,49925.23529411765
flute,128.55555555555554,29374.49673202614
flyer,121.78947368421052,35738.619883040934
foamy,136.11764705882354,40015.36029411765
focal,128.55555555555554,39330.2614379085
focus,144.625,56088.38333333333
foggy,165.28571428571428,87529.91208791207
foist,144.625,34890.38333333333
folio,165.28571428571428,61345.29670329671
folly,154.26666666666668,62594.066666666666
foray,144.625,34275.85
force,128.55555555555554,25431.437908496733
forge,128.55555555555554,27971.55555555555
forgo,154.26666666666668,62660.20952380951
forte,136.11764705882354,23533.860294117647
forth,136.11764705882354,38871.36029411764
forty,144.625,35937.183333333334
forum,144.625,51437.316666666666
found,154.26666666666668,52368.20952380953
foyer,128.55555555555554,35784.732026143785
frail,128.55555555555554,33472.84967320261
frame,121.78947368421052,23349.286549707598
frank,154.26666666666668,41019.92380952381
fraud,165.28571428571428,43772.373626373635
freak,136.11764705882354,33079.23529411765
freed,136.11764705882354,40264.98529411765
freer,144.625,50543.85
fresh,128.55555555555554,32139.202614379086
friar,165.28571428571428,46121.758241758245
fried,121.78947368421052,29225.95321637427
frill,165.28571428571428,52596.06593406593
frisk,144.625,45631.183333333334
fritz,165.28571428571428,52395.60439560439
frock,136.11764705882354,45568.98529411766
frond,144.625,40717.71666666667
front,144.625,33311.85
frost,128.55555555555554,31019.90849673203
froth,136.11764705882354,37354.98529411765
frown,154.26666666666668,50343.20952380953
froze,136.11764705882354,30917.735294117647
fruit,165.28571428571428,40482.98901098902
fudge,144.625,45834.11666666667
fugue,178.0,63170.166666666664
fully,165.28571428571428,80843.29670329671
fungi,165.28571428571428,69758.37362637365
funky,144.625,68930.78333333334
funny,154.26666666666668,84365.49523809525
furor,154.26666666666668,55456.638095238086
furry,154.26666666666668,65488.638095238086
fussy,154.26666666666668,78311.06666666667
fuzzy,178.0,145760.0
gaffe,178.0,48628.666666666664
gaily,136.11764705882354,32537.36029411765
gamer,121.78947368421052,28033.508771929824
gamma,154.26666666666668,91365.49523809522
gamut,136.11764705882354,43797.73529411765
gassy,154.26666666666668,53037.35238095238
gaudy,154.26666666666668,48524.638095238086
gauge,165.28571428571428,44858.06593406595
gaunt,144.625,38943.45
gauze,154.26666666666668,43638.780952380956
gavel,128.55555555555554,30778.02614379085
gawky,165.28571428571428,65929.2967032967
gayer,128.55555555555554,32333.908496732023
gayly,144.625,49496.25
gazer,136.11764705882354,32494.360294117647
gecko,178.0,60083.5
geeky,192.83333333333334,69863.60606060606
geese,192.83333333333334,66250.33333333333
genie,154.26666666666668,40489.35238095238
genre,144.625,34481.316666666666
ghost,144.625,41391.45
ghoul,178.0,54998.0
giant,136.11764705882354,32387.235294117647
giddy,154.26666666666668,79709.78095238096
gipsy,128.55555555555554,46438.49673202614
girly,154.26666666666668,45829.780952380956
girth,154.26666666666668,46714.78095238095
given,144.625,41924.11666666667
giver,136.11764705882354,38034.11029411765
glade,128.55555555555554,25669.08496732026
gland,154.26666666666668,38752.49523809524
glare,128.55555555555554,21413.7908496732
glass,144.625,46933.98333333333
glaze,128.55555555555554,30337.437908496733
gleam,136.11764705882354,39504.23529411765
glean,128.55555555555554,33855.20261437908
glide,136.11764705882354,29631.36029411765
glint,154.26666666666668,38447.92380952381
gloat,136.11764705882354,32915.86029411764
globe,144.625,33532.916666666664
gloom,165.28571428571428,68375.9120879121
glory,154.26666666666668,38265.06666666667
gloss,154.26666666666668,57586.63809523809
glove,144.625,34309.316666666666
glyph,178.0,75217.66666666667
gnash,165.28571428571428,46367.14285714288
gnome,165.28571428571428,37652.68131868132
godly,144.625,47313.05
going,154.26666666666668,55305.352380952376
golem,154.26666666666668,39025.35238095238
golly,165.28571428571428,61852.68131868132
gonad,165.28571428571428,44284.68131868132
goner,136.11764705882354,28338.485294117643
goody,154.26666666666668,75231.06666666667
gooey,165.28571428571428,45155.60439560441
goofy,165.28571428571428,88986.06593406593
goose,154.26666666666668,38460.780952380956
gorge,144.625,32312.783333333333
gouge,165.28571428571428,47059.758241758245
gourd,165.28571428571428,46261.296703296706
grace,136.11764705882354,22633.860294117643
grade,128.55555555555554,23159.790849673205
graft,154.26666666666668,36385.63809523809
grail,144.625,34666.916666666664
grain,136.11764705882354,34280.86029411765
grand,144.625,35904.65
grant,154.26666666666668,30922.49523809525
grape,128.55555555555554,24326.026143790852
graph,154.26666666666668,44508.20952380951
grasp,154.26666666666668,40293.35238095238
grass,154.26666666666668,46499.49523809523
grate,121.78947368421052,20493.730994152043
grave,128.55555555555554,25278.02614379085
gravy,144.625,39745.98333333333
graze,136.11764705882354,27624.485294117647
great,128.55555555555554,26256.37908496732
greed,154.26666666666668,41463.92380952381
green,144.625,37518.78333333333
greet,144.625,32655.583333333332
grief,128.55555555555554,32922.26143790849
grill,154.26666666666668,49662.78095238095
grime,144.625,28668.65
grimy,154.26666666666668,44361.20952380951
grind,144.625,41072.25
gripe,136.11764705882354,27997.36029411765
groan,136.11764705882354,34874.48529411765
groin,136.11764705882354,35658.48529411764
groom,165.28571428571428,61718.835164835175
grope,128.55555555555554,26679.908496732027
gross,154.26666666666668,52012.49523809522
group,154.26666666666668,49119.9238095238
grout,136.11764705882354,35744.48529411765
grove,128.55555555555554,28214.73202614379
growl,154.26666666666668,48562.9238095238
grown,144.625,47043.71666666667
gruel,144.625,31800.116666666665
gruff,192.83333333333334,88688.51515151514
grunt,154.26666666666668,40772.20952380953
guard,144.625,39763.98333333333
guava,192.83333333333334,84868.51515151515
guess,136.11764705882354,51573.86029411765
guest,128.55555555555554,34129.67320261437
guide,154.26666666666668,37705.35238095238
guild,154.26666666666668,50334.49523809523
guile,144.625,31997.716666666667
guilt,154.26666666666668,41119.780952380956
guise,144.625,34659.183333333334
gulch,154.26666666666668,59828.78095238095
gully,165.28571428571428,75686.06593406595
gumbo,154.26666666666668,75050.06666666667
gummy,165.28571428571428,103118.5274725275
guppy,165.28571428571428,98370.21978021978
gusto,144.625,48470.78333333333
gusty,154.26666666666668,49013.9238095238
gypsy,165.28571428571428,84775.14285714287
habit,154.26666666666668,43488.066666666666
hairy,136.11764705882354,34977.48529411765
halve,121.78947368421052,30454.842105263153
handy,136.11764705882354,44189.61029411765
happy,165.28571428571428,66383.6043956044
hardy,121.78947368421052,37222.50877192982
harem,144.625,31989.583333333332
harpy,128.55555555555554,38454.26143790849
harry,154.26666666666668,46952.06666666665
harsh,154.26666666666668,45845.63809523809
haste,121.78947368421052,25284.508771929824
hasty,121.78947368421052,32840.39766081871
hatch,154.26666666666668,52358.92380952382
hater,115.7,25281.48421052632
haunt,144.625,37315.45
haute,136.11764705882354,29651.485294117647
haven,144.625,38096.11666666667
havoc,154.26666666666668,53712.780952380934
hazel,165.28571428571428,38486.06593406593
heady,136.11764705882354,36090.23529411765
heard,136.11764705882354,31759.110294117647
heart,121.78947368421052,24888.842105263153
heath,136.11764705882354,36792.73529411765
heave,154.26666666666668,42660.49523809523
heavy,144.625,38825.85
hedge,165.28571428571428,58571.14285714287
hefty,136.11764705882354,43741.48529411765
heist,136.11764705882354,29511.36029411765
helix,154.26666666666668,51683.780952380956
hello,154.26666666666668,52019.352380952376
hence,154.26666666666668,45199.638095238086
heron,154.26666666666668,39777.780952380956
hilly,178.0,67623.0
hinge,136.11764705882354,37494.61029411764
hippo,165.28571428571428,80712.52747252748
hippy,178.0,84119.83333333333
hitch,154.26666666666668,64064.49523809523
hoard,144.625,36699.85
hobby,154.26666666666668,75313.49523809525
hoist,144.625,32829.71666666667
holly,165.28571428571428,60072.37362637363
homer,144.625,36032.78333333333
honey,154.26666666666668,37178.35238095238
honor,154.26666666666668,51781.780952380956
horde,136.11764705882354,27854.11029411765
horny,144.625,38143.05
horse,136.11764705882354,26629.735294117647
hotel,136.11764705882354,32688.48529411765
hotly,144.625,40717.45
hound,165.28571428571428,52903.45054945056
house,144.625,34978.38333333333
hovel,136.11764705882354,38583.73529411765
hover,128.55555555555554,34974.49673202615
howdy,136.11764705882354,58382.36029411765
human,154.26666666666668,55721.78095238095
humid,165.28571428571428,70513.2967032967
humor,144.625,50038.11666666667
humph,178.0,111948.33333333333
humus,154.26666666666668,86427.20952380954
hunch,154.26666666666668,76115.20952380952
hunky,165.28571428571428,69503.29670329671
hurry,192.83333333333334,70382.51515151514
husky,136.11764705882354,58582.98529411765
hussy,154.26666666666668,70333.78095238094
hutch,154.26666666666668,71830.63809523809
hydro,192.83333333333334,73900.51515151515
hyena,165.28571428571428,58884.68131868133
hymen,154.26666666666668,60607.06666666666
hyper,165.28571428571428,54316.83516483516
icily,178.0,62243.166666666664
icing,178.0,82238.5
ideal,154.26666666666668,48208.63809523809
idiom,178.0,78445.33333333333
idiot,165.28571428571428,55020.37362637362
idler,136.11764705882354,40656.98529411765
idyll,165.28571428571428,81216.37362637365
igloo,178.0,82812.16666666667
iliac,178.0,51602.166666666664
image,154.26666666666668,40802.780952380956
imbue,178.0,60075.0
impel,165.28571428571428,49649.14285714285
imply,154.26666666666668,59778.49523809524
inane,178.0,36799.833333333336
inbox,165.28571428571428,82652.98901098903
incur,165.28571428571428,58556.06593406593
index,165.28571428571428,57705.29670329671
inept,136.11764705882354,42222.11029411765
inert,128.55555555555554,33496.84967320262
infer,121.78947368421052,41103.2865497076
ingot,144.625,48791.583333333336
inlay,154.26666666666668,42593.9238095238
inlet,128.55555555555554,33208.379084967324
inner,144.625,43969.71666666667
input,165.28571428571428,59621.45054945056
inter,121.78947368421052,34825.50877192982
intro,154.26666666666668,50923.638095238086
ionic,136.11764705882354,53860.48529411765
irate,121.78947368421052,21715.50877192982
irony,136.11764705882354,31760.735294117647
islet,128.55555555555554,32888.26143790849
issue,165.28571428571428,60728.06593406595
itchy,165.28571428571428,56055.29670329671
ivory,165.28571428571428,47185.60439560441
jaunt,136.11764705882354,43782.86029411765
jazzy,257.1111111111111,140394.6111111111
jelly,165.28571428571428,58484.21978021977
jerky,154.26666666666668,46247.352380952376
jetty,154.26666666666668,57156.63809523808
jewel,178.0,68844.5
jiffy,231.4,148885.3777777778
joint,144.625,40119.583333333336
joist,154.26666666666668,41115.20952380953
joker,144.625,42386.65
jolly,165.28571428571428,75089.6043956044
joust,144.625,45877.316666666666
judge,154.26666666666668,55348.066666666666
juice,165.28571428571428,44570.06593406593
juicy,165.28571428571428,65888.68131868132
jumbo,154.26666666666668,89924.35238095236
jumpy,144.625,88764.38333333333
junta,136.11764705882354,53544.73529411764
junto,165.28571428571428,60173.75824175823
juror,178.0,70354.66666666667
kappa,210.36363636363637,120870.05454545454
karma,154.26666666666668,59384.9238095238
kayak,257.1111111111111,125838.86111111111
kebab,178.0,69010.83333333333
khaki,210.36363636363637,89653.25454545455
kinky,178.0,81645.16666666667
kiosk,210.36363636363637,73799.45454545456
kitty,192.83333333333334,75957.06060606061
knack,165.28571428571428,67392.98901098903
knave,165.28571428571428,40870.37362637363
knead,154.26666666666668,50136.9238095238
kneed,178.0,63398.0
kneel,154.26666666666668,51221.63809523808
knelt,144.625,45368.38333333333
knife,165.28571428571428,45512.83516483517
knock,154.26666666666668,74605.9238095238
knoll,178.0,68503.0
known,178.0,100125.0
koala,178.0,50741.666666666664
krill,192.83333333333334,61515.78787878789
label,144.625,34809.316666666666
labor,154.26666666666668,38332.066666666666
laden,154.26666666666668,30035.495238095238
ladle,165.28571428571428,32194.373626373625
lager,115.7,25716.326315789476
lance,136.11764705882354,25677.735294117647
lanky,144.625,39665.316666666666
lapel,136.11764705882354,33589.23529411764
lapse,128.55555555555554,25494.849673202614
large,128.55555555555554,23656.379084967324
larva,178.0,55332.166666666664
lasso,154.26666666666668,44746.638095238086
latch,144.625,38698.11666666667
later,121.78947368421052,25250.397660818715
lathe,128.55555555555554,27788.2614379085
latte,144.625,28561.85
laugh,178.0,48930.666666666664
layer,128.55555555555554,29937.7908496732
leach,136.11764705882354,31811.48529411765
leafy,144.625,30554.25
leaky,136.11764705882354,30686.610294117647
leant,128.55555555555554,25633.437908496733
leapt,136.11764705882354,29143.985294117647
learn,136.11764705882354,29039.61029411765
lease,136.11764705882354,26677.360294117647
leash,121.78947368421052,29674.730994152047
least,121.78947368421052,24705.397660818715
leave,144.625,33122.65
ledge,154.26666666666668,46548.49523809524
leech,154.26666666666668,49341.49523809523
leery,165.28571428571428,37800.065934065926
lefty,144.625,39768.51666666667
legal,136.11764705882354,43155.36029411765
leggy,165.28571428571428,51058.52747252747
lemon,136.11764705882354,43736.98529411764
lemur,144.625,43944.65
leper,144.625,40922.38333333333
level,165.28571428571428,66806.98901098903
lever,128.55555555555554,41246.2614379085
libel,136.11764705882354,41979.36029411764
liege,154.26666666666668,41424.066666666666
light,136.11764705882354,49001.61029411765
liken,144.625,39037.98333333333
lilac,178.0,56866.666666666664
limbo,154.26666666666668,61401.78095238096
limit,165.28571428571428,57736.52747252748
linen,154.26666666666668,39318.49523809523
liner,128.55555555555554,32698.732026143785
lingo,136.11764705882354,47442.23529411764
lipid,165.28571428571428,70884.68131868135
lithe,121.78947368421052,31726.286549707598
liver,121.78947368421052,35478.17543859649
livid,144.625,72497.45
llama,165.28571428571428,71774.83516483517
loamy,128.55555555555554,30928.732026143785
loath,136.11764705882354,31791.110294117647
lobby,136.11764705882354,57054.73529411764
local,144.625,45988.38333333333
locus,154.26666666666668,53213.20952380953
lodge,154.26666666666668,35534.20952380952
lofty,144.625,42924.916666666664
logic,144.625,50742.38333333333
login,144.625,43027.85
loopy,154.26666666666668,57123.78095238095
loose,154.26666666666668,32837.49523809524
lorry,154.26666666666668,45065.49523809524
loser,136.11764705882354,30298.735294117647
louse,144.625,29984.516666666666
lousy,144.625,37236.916666666664
lover,115.7,30750.43157894736
lower,128.55555555555554,33189.32026143791
lowly,154.26666666666668,65058.63809523809
loyal,144.625,49457.316666666666
lucid,154.26666666666668,56026.20952380953
lucky,144.625,57969.183333333334
lumen,154.26666666666668,41630.20952380953
lumpy,136.11764705882354,56222.11029411764
lunar,154.26666666666668,42410.92380952381
lunch,144.625,52783.583333333336
lunge,165.28571428571428,36870.06593406593
lupus,178.0,77906.83333333333
lurch,154.26666666666668,54093.9238095238
lurid,136.11764705882354,46586.23529411765
lusty,136.11764705882354,39945.61029411765
lying,144.625,54036.916666666664
lymph,154.26666666666668,78695.92380952381
lynch,154.26666666666668,66536.49523809522
lyric,154.26666666666668,64820.06666666666
macaw,154.26666666666668,72259.06666666665
macho,121.78947368421052,44635.286549707605
macro,121.78947368421052,37570.84210526315
madam,165.28571428571428,89076.68131868131
madly,121.78947368421052,36585.06432748537
mafia,165.28571428571428,72131.9120879121
magic,128.55555555555554,49672.49673202615
magma,165.28571428571428,96791.14285714288
maize,154.26666666666668,36509.495238095245
major,136.11764705882354,44304.61029411764
maker,121.78947368421052,30106.84210526316
mambo,154.26666666666668,67208.78095238094
mamma,210.36363636363637,144865.05454545454
mammy,165.28571428571428,85724.21978021979
manga,144.625,62403.45
mange,121.78947368421052,30419.84210526316
mango,121.78947368421052,42869.95321637426
mangy,121.78947368421052,41343.61988304093
mania,144.625,54071.316666666666
manic,128.55555555555554,43903.7908496732
manly,121.78947368421052,33888.95321637427
manor,136.11764705882354,36128.11029411764
maple,136.11764705882354,27709.735294117647
march,136.11764705882354,38968.48529411765
marry,136.11764705882354,42724.23529411765
marsh,128.55555555555554,37146.967320261436
mason,144.625,42774.78333333333
masse,144.625,34757.85
match,136.11764705882354,42476.98529411764
matey,144.625,29077.05
mauve,154.26666666666668,38599.35238095238
maxim,154.26666666666668,77048.6380952381
maybe,144.625,40203.98333333333
mayor,136.11764705882354,41000.86029411764
mealy,136.11764705882354,27838.73529411765
meant,128.55555555555554,27173.437908496733
meaty,136.11764705882354,30214.485294117647
mecca,154.26666666666668,52224.352380952376
medal,121.78947368421052,35486.619883040934
media,144.625,47875.45
medic,144.625,49839.183333333334
melee,178.0,61479.333333333336
melon,144.625,42387.71666666667
mercy,144.625,33952.916666666664
merge,154.26666666666668,41274.9238095238
merit,136.11764705882354,29682.485294117647
merry,154.26666666666668,40525.638095238086
metal,128.55555555555554,35378.84967320261
meter,154.26666666666668,39754.78095238095
metro,121.78947368421052,33794.39766081871
micro,144.625,48107.85
midge,154.26666666666668,43452.066666666666
midst,154.26666666666668,46543.638095238086
might,136.11764705882354,54025.48529411764
milky,154.26666666666668,57364.06666666666
mimic,210.36363636363637,130001.05454545456
mince,128.55555555555554,32817.90849673202
miner,136.11764705882354,34390.86029411765
minim,192.83333333333334,111363.42424242423
minor,128.55555555555554,38993.320261437904
minty,154.26666666666668,45797.066666666666
minus,154.26666666666668,55159.35238095238
mirth,154.26666666666668,47379.78095238095
miser,136.11764705882354,34939.36029411765
missy,154.26666666666668,63735.63809523808
mocha,144.625,52381.583333333336
modal,128.55555555555554,39848.02614379085
model,136.11764705882354,33935.61029411765
modem,154.26666666666668,49024.638095238086
mogul,165.28571428571428,56506.68131868132
moist,144.625,34515.45
molar,128.55555555555554,34775.43790849673
moldy,136.11764705882354,46059.61029411764
money,144.625,35784.11666666667
month,144.625,45812.916666666664
moody,165.28571428571428,78998.37362637364
moose,154.26666666666668,37972.066666666666
moral,128.55555555555554,35375.08496732026
moron,178.0,58981.833333333336
morph,165.28571428571428,52327.296703296706
mossy,165.28571428571428,62871.45054945054
motel,136.11764705882354,32533.610294117647
motif,154.26666666666668,52838.78095238095
motor,144.625,47087.45
motto,192.83333333333334,93461.78787878787
moult,144.625,40498.38333333333
mound,154.26666666666668,50759.06666666666
mount,144.625,40644.38333333333
mourn,144.625,41885.316666666666
mouse,144.625,33438.916666666664
mouth,144.625,48238.65
mover,128.55555555555554,34362.61437908496
movie,165.28571428571428,43364.21978021979
mower,128.55555555555554,34279.90849673203
mucky,154.26666666666668,74507.63809523809
mucus,178.0,91182.66666666667
muddy,154.26666666666668,92185.2095238095
mulch,154.26666666666668,60281.20952380951
mummy,257.1111111111111,187813.8611111111
munch,144.625,61397.45
mural,136.11764705882354,41662.11029411764
murky,154.26666666666668,58236.20952380951
mushy,128.55555555555554,52901.43790849672
music,144.625,58426.916666666664
musky,144.625,63176.25
musty,144.625,46978.78333333333
myrrh,165.28571428571428,80278.5274725275
nadir,144.625,39342.11666666667
naive,144.625,30630.783333333333
nanny,192.83333333333334,77011.42424242424
nasal,144.625,45095.05
nasty,128.55555555555554,34872.37908496732
natal,154.26666666666668,48178.78095238095
naval,154.26666666666668,57959.780952380956
navel,121.78947368421052,30924.064327485376
needy,165.28571428571428,53350.68131868132
neigh,154.26666666666668,42425.49523809523
nerdy,136.11764705882354,34532.61029411764
nerve,136.11764705882354,38717.48529411765
never,136.11764705882354,46580.73529411764
newer,144.625,47235.583333333336
newly,165.28571428571428,45852.68131868132
nicer,144.625,36529.316666666666
niche,144.625,39000.25
niece,154.26666666666668,39874.20952380953
night,128.55555555555554,49248.73202614379
ninja,178.0,84450.83333333333
ninny,210.36363636363637,105763.25454545455
ninth,165.28571428571428,62791.91208791212
noble,144.625,32232.116666666665
nobly,128.55555555555554,41141.43790849673
noise,128.55555555555554,28395.43790849673
noisy,136.11764705882354,33810.48529411765
nomad,165.28571428571428,51092.68131868133
noose,144.625,34732.25
north,128.55555555555554,37528.967320261436
nosey,144.625,33013.05
notch,136.11764705882354,44342.98529411765
novel,144.625,38177.316666666666
nudge,144.625,41263.316666666666
nurse,128.55555555555554,29136.026143790845
nutty,165.28571428571428,63950.21978021977
nylon,165.28571428571428,72893.75824175825
nymph,165.28571428571428,91845.75824175823
oaken,154.26666666666668,42762.63809523809
obese,165.28571428571428,49657.14285714287
occur,178.0,69995.5
ocean,144.625,51422.25
octal,128.55555555555554,46346.02614379085
octet,165.28571428571428,45577.91208791209
odder,121.78947368421052,41475.3976608187
oddly,154.26666666666668,64100.49523809523
offal,165.28571428571428,73700.98901098903
offer,136.11764705882354,50411.36029411765
often,154.26666666666668,45693.352380952376
olden,154.26666666666668,38788.49523809524
older,121.78947368421052,31212.397660818708
olive,144.625,34163.183333333334
ombre,154.26666666666668,36724.63809523811
omega,165.28571428571428,66929.6043956044
onion,192.83333333333334,82595.9696969697
onset,136.11764705882354,34656.48529411765
opera,165.28571428571428,47709.142857142855
opine,144.625,34939.05
opium,178.0,69283.16666666667
optic,154.26666666666668,63738.638095238086
orbit,144.625,40266.51666666667
order,128.55555555555554,35243.43790849674
organ,144.625,43003.98333333333
other,136.11764705882354,39703.48529411765
otter,136.11764705882354,39023.11029411764
ought,144.625,53461.316666666666
ounce,154.26666666666668,36533.63809523809
outdo,165.28571428571428,69709.45054945056
outer,121.78947368421052,31368.2865497076
outgo,165.28571428571428,71798.37362637362
ovary,154.26666666666668,38302.20952380953
ovate,165.28571428571428,34892.98901098901
overt,136.11764705882354,35464.98529411765
ovine,144.625,35990.51666666667
ovoid,165.28571428571428,78826.37362637364
owing,136.11764705882354,54003.86029411765
owner,144.625,40485.71666666667
oxide,154.26666666666668,44404.352380952376
ozone,178.0,50797.166666666664
paddy,144.625,58724.11666666667
pagan,178.0,65464.0
paint,136.11764705882354,31602.48529411765
paler,115.7,23520.326315789476
palsy,128.55555555555554,31603.673202614376
panel,128.55555555555554,27037.084967320265
panic,154.26666666666668,47284.209523809535
pansy,128.55555555555554,34026.61437908496
papal,154.26666666666668,65775.63809523809
paper,136.11764705882354,30937.98529411765
parer,144.625,29010.25
parka,154.26666666666668,54447.066666666666
parry,154.26666666666668,44376.78095238095
parse,121.78947368421052,21254.39766081872
party,121.78947368421052,30049.397660818715
pasta,154.26666666666668,47235.78095238095
paste,121.78947368421052,23829.842105263164
pasty,128.55555555555554,33033.67320261437
patch,144.625,42353.05
patio,154.26666666666668,49346.20952380953
patsy,121.78947368421052,30898.61988304093
patty,144.625,47636.51666666667
pause,154.26666666666668,29867.495238095238
payee,154.26666666666668,38175.63809523811
payer,121.78947368421052,29797.2865497076
peace,154.26666666666668,33716.20952380953
peach,136.11764705882354,34346.36029411765
pearl,136.11764705882354,26742.360294117647
pecan,144.625,40126.916666666664
pedal,121.78947368421052,34387.06432748537
penal,128.55555555555554,33644.84967320261
pence,144.625,42370.65
penne,178.0,64296.0
penny,165.28571428571428,48391.296703296706
perch,144.625,36663.316666666666
peril,128.55555555555554,31137.43790849673
perky,154.26666666666668,37849.49523809524
pesky,154.26666666666668,43143.49523809524
pesto,136.11764705882354,37455.86029411764
petal,121.78947368421052,33008.84210526316
petty,144.625,44218.38333333333
phase,136.11764705882354,29682.61029411765
phone,144.625,32351.983333333334
phony,144.625,46540.65
photo,178.0,67578.33333333333
piano,154.26666666666668,42230.63809523809
picky,154.26666666666668,62261.63809523808
piece,165.28571428571428,44406.219780219784
piety,144.625,35309.45
piggy,178.0,87521.33333333333
pilot,154.26666666666668,41421.06666666666
pinch,144.625,53027.45
piney,136.11764705882354,33321.23529411764
pinky,144.625,55575.583333333336
pinto,144.625,44256.38333333333
piper,136.11764705882354,39366.61029411765
pique,154.26666666666668,50528.209523809506
pitch,144.625,50383.45
pithy,154.26666666666668,49992.49523809524
pivot,165.28571428571428,53477.60439560441
pixel,136.11764705882354,39827.36029411765
pixie,165.28571428571428,56560.06593406595
pizza,192.83333333333334,98388.33333333331
place,128.55555555555554,24024.614379084964
plaid,136.11764705882354,36596.86029411765
plain,144.625,35297.05
plait,144.625,31447.45
plane,128.55555555555554,23132.143790849674
plank,136.11764705882354,39922.98529411764
plant,136.11764705882354,31997.235294117647
plate,121.78947368421052,22247.84210526316
plaza,154.26666666666668,64865.20952380953
plead,136.11764705882354,34648.11029411765
pleat,128.55555555555554,29569.320261437908
plied,136.11764705882354,30493.985294117647
plier,121.78947368421052,26690.50877192982
pluck,144.625,59115.316666666666
plumb,144.625,64933.183333333334
plume,136.11764705882354,34168.23529411765
plump,178.0,85815.66666666667
plunk,154.26666666666668,58520.06666666666
plush,128.55555555555554,43825.320261437904
poesy,154.26666666666668,34975.495238095245
point,144.625,33339.316666666666
poise,144.625,30550.916666666668
poker,144.625,35272.51666666667
polar,144.625,35017.583333333336
polka,144.625,46471.71666666667
polyp,154.26666666666668,67028.9238095238
pooch,154.26666666666668,69064.35238095238
poppy,178.0,106035.33333333333
porch,144.625,41602.51666666667
poser,128.55555555555554,27467.437908496733
posit,154.26666666666668,37238.63809523809
posse,154.26666666666668,38698.49523809524
pouch,144.625,50868.65
pound,165.28571428571428,50715.91208791209
pouty,144.625,41842.78333333333
power,128.55555555555554,32212.2614379085
prank,136.11764705882354,37969.36029411764
prawn,154.26666666666668,43986.20952380951
preen,144.625,38961.316666666666
press,144.625,39243.71666666667
price,121.78947368421052,23939.17543859649
prick,144.625,46529.45
pride,121.78947368421052,24816.953216374273
pried,115.7,27104.957894736843
prime,136.11764705882354,26848.985294117647
primo,144.625,41138.38333333333
print,154.26666666666668,34629.35238095238
prior,165.28571428571428,46526.98901098901
prism,165.28571428571428,43394.37362637363
privy,165.28571428571428,49560.06593406593
prize,136.11764705882354,30716.61029411765
probe,144.625,27064.65
prone,128.55555555555554,22490.614379084967
prong,154.26666666666668,43167.9238095238
proof,165.28571428571428,62614.373626373635
prose,128.55555555555554,22822.49673202614
proud,154.26666666666668,44178.638095238086
prove,128.55555555555554,27047.202614379083
prowl,154.26666666666668,45957.63809523809
proxy,154.26666666666668,48879.49523809524
prude,128.55555555555554,28136.143790849677
prune,121.78947368421052,25489.50877192982
psalm,144.625,44456.65
pubic,165.28571428571428,72899.9120879121
pudgy,154.26666666666668,71198.20952380952
puffy,165.28571428571428,104410.37362637364
pulpy,165.28571428571428,73682.06593406593
pulse,136.11764705882354,30690.11029411765
punch,144.625,58671.583333333336
pupal,144.625,54835.45
pupil,165.28571428571428,67144.06593406595
puppy,210.36363636363637,153586.45454545453
puree,128.55555555555554,34963.90849673202
purer,136.11764705882354,38391.86029411765
purge,121.78947368421052,30922.842105263153
purse,115.7,25995.694736842113
pushy,136.11764705882354,52695.73529411764
putty,165.28571428571428,70944.68131868132
pygmy,192.83333333333334,125484.69696969696
quack,154.26666666666668,63796.209523809506
quail,154.26666666666668,51730.9238095238
quake,165.28571428571428,47156.52747252748
qualm,144.625,51666.25
quark,165.28571428571428,55819.604395604394
quart,154.26666666666668,39728.780952380956
quash,144.625,53171.71666666667
quasi,154.26666666666668,60796.20952380951
queen,178.0,61499.0
queer,144.625,48462.25
quell,144.625,56325.71666666667
query,154.26666666666668,41157.780952380956
quest,144.625,42152.916666666664
queue,210.36363636363637,98861.25454545455
quick,154.26666666666668,77710.92380952381
quiet,136.11764705882354,36616.11029411765
quill,192.83333333333334,85801.42424242423
quilt,144.625,47297.316666666666
quirk,210.36363636363637,73798.45454545454
quite,144.625,35719.71666666667
quota,165.28571428571428,57601.9120879121
quote,144.625,35841.98333333333
quoth,154.26666666666668,58207.49523809523
rabbi,154.26666666666668,64553.20952380951
rabid,128.55555555555554,43158.61437908496
racer,154.26666666666668,32456.066666666677
radar,165.28571428571428,59635.2967032967
radii,144.625,52147.316666666666
radio,128.55555555555554,43076.14379084967
rainy,136.11764705882354,30940.610294117647
raise,136.11764705882354,23200.73529411765
rajah,178.0,65918.33333333333
rally,136.11764705882354,38466.23529411765
ralph,144.625,43297.85
ramen,121.78947368421052,29104.619883040938
ranch,165.28571428571428,42102.06593406595
randy,121.78947368421052,34423.39766081871
range,128.55555555555554,25166.849673202614
rapid,136.11764705882354,43055.36029411764
rarer,154.26666666666668,35241.06666666667
raspy,136.11764705882354,35730.48529411764
ratio,128.55555555555554,39552.61437908496
ratty,136.11764705882354,38126.48529411765
raven,128.55555555555554,30451.67320261438
rayon,144.625,45657.183333333334
razor,165.28571428571428,53676.37362637363
reach,136.11764705882354,29389.110294117647
react,121.78947368421052,23745.508771929824
ready,121.78947368421052,25565.508771929824
realm,128.55555555555554,28952.84967320261
rearm,136.11764705882354,34439.61029411765
rebar,144.625,40853.71666666667
